ds,y
2024-04-16 15:47:45.600,6900
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2361160
2024-04-16 15:47:46.800,1448584
2024-04-16 15:47:47.000,1171458
2024-04-16 15:47:47.200,1668996
2024-04-16 15:47:47.400,949260
2024-04-16 15:47:47.600,1429326
2024-04-16 15:47:47.800,1190458
2024-04-16 15:47:48.000,1667562
2024-04-16 15:47:48.200,1666096
2024-04-16 15:47:48.400,1669058
2024-04-16 15:47:48.600,1421204
2024-04-16 15:47:48.800,1687206
2024-04-16 15:47:49.000,936210
2024-04-16 15:47:49.200,54576
2024-04-16 15:47:49.400,1850380
2024-04-16 15:47:49.600,1901600
2024-04-16 15:47:49.800,1424222
2024-04-16 15:47:50.000,1666614
2024-04-16 15:47:50.200,1669850
2024-04-16 15:47:50.400,1905918
2024-04-16 15:47:50.600,1904996
2024-04-16 15:47:50.800,1662582
2024-04-16 15:47:51.000,1669860
2024-04-16 15:47:51.200,1666848
2024-04-16 15:47:51.400,1186834
2024-04-16 15:47:51.600,1666288
2024-04-16 15:47:51.800,1424046
2024-04-16 15:47:52.000,1187130
2024-04-16 15:47:52.200,1435900
2024-04-16 15:47:52.400,1433254
2024-04-16 15:47:52.600,1664416
2024-04-16 15:47:52.800,1906916
2024-04-16 15:47:53.000,1907564
2024-04-16 15:47:53.200,1868564
2024-04-16 15:47:53.400,1707018
2024-04-16 15:47:53.600,1041424
2024-04-16 15:47:53.800,1686750
2024-04-16 15:47:54.000,2037050
2024-04-16 15:47:54.200,1906012
2024-04-16 15:47:54.400,1906150
2024-04-16 15:47:54.600,1904624
2024-04-16 15:47:54.800,1189756
2024-04-16 15:47:55.000,1185878
2024-04-16 15:47:55.200,1897452
2024-04-16 15:47:55.400,1672902
2024-04-16 15:47:55.600,1428474
2024-04-16 15:47:55.800,948778
2024-04-16 15:47:56.000,1126560
2024-04-16 15:47:56.200,1260632
2024-04-16 15:47:56.400,1912536
2024-04-16 15:47:56.600,1666312
2024-04-16 15:47:56.800,1425562
2024-04-16 15:47:57.000,1905268
2024-04-16 15:47:57.200,2060838
2024-04-16 15:47:57.400,1053316
2024-04-16 15:47:57.600,1668856
2024-04-16 15:47:57.800,476770
2024-04-16 15:47:58.000,1194188
2024-04-16 15:47:58.200,2140084
2024-04-16 15:47:58.400,2019582
2024-04-16 15:47:58.600,2037020
2024-04-16 15:47:58.800,1909916
2024-04-16 15:47:59.000,1678794
2024-04-16 15:47:59.200,1836262
2024-04-16 15:47:59.400,1986388
2024-04-16 15:47:59.600,2055624
2024-04-16 15:47:59.800,1929390
2024-04-16 15:48:00.000,1023912
2024-04-16 15:48:00.200,1903368
2024-04-16 15:48:00.400,2152302
2024-04-16 15:48:00.600,1909026
2024-04-16 15:48:00.800,1918652
2024-04-16 15:48:01.000,1436008
2024-04-16 15:48:01.200,717802
2024-04-16 15:48:01.400,1189408
2024-04-16 15:48:01.600,475680
2024-04-16 15:48:01.800,1187748
2024-04-16 15:48:02.000,956768
2024-04-16 15:48:02.200,846294
2024-04-16 15:48:02.400,1425552
2024-04-16 15:48:02.600,1299162
2024-04-16 15:48:02.800,1171188
2024-04-16 15:48:03.000,761870
2024-04-16 15:48:03.200,1888492
2024-04-16 15:48:03.400,1912092
2024-04-16 15:48:03.600,961304
2024-04-16 15:48:03.800,1188070
2024-04-16 15:48:04.000,1667482
2024-04-16 15:48:04.200,598302
2024-04-16 15:48:04.400,135134
2024-04-16 15:48:04.600,703130
2024-04-16 15:48:04.800,236606
2024-04-16 15:48:05.000,477090
2024-04-16 15:48:05.200,1904552
2024-04-16 15:48:05.400,1899694
2024-04-16 15:48:05.600,1666488
2024-04-16 15:48:05.800,1671940
2024-04-16 15:48:06.000,1193738
2024-04-16 15:48:06.200,1667304
2024-04-16 15:48:06.400,1906516
2024-04-16 15:48:06.600,473890
2024-04-16 15:48:06.800,1423812
2024-04-16 15:48:07.000,1645110
2024-04-16 15:48:07.200,1455988
2024-04-16 15:48:07.400,954384
2024-04-16 15:48:07.600,729946
2024-04-16 15:48:07.800,1183516
2024-04-16 15:48:08.000,487428
2024-04-16 15:48:08.200,1668634
2024-04-16 15:48:08.400,1426938
2024-04-16 15:48:08.600,1425344
2024-04-16 15:48:08.800,948376
2024-04-16 15:48:09.000,1187170
2024-04-16 15:48:09.200,1905000
2024-04-16 15:48:09.400,1535524
2024-04-16 15:48:09.600,1796576
2024-04-16 15:48:09.800,1904846
2024-04-16 15:48:10.000,954438
2024-04-16 15:48:10.200,1677866
2024-04-16 15:48:10.400,1900210
2024-04-16 15:48:10.600,1671090
2024-04-16 15:48:10.800,2147954
2024-04-16 15:48:11.000,1911076
2024-04-16 15:48:11.200,1433946
2024-04-16 15:48:11.400,2150186
2024-04-16 15:48:11.600,1671374
2024-04-16 15:48:11.800,1911944
2024-04-16 15:48:12.000,1917550
2024-04-16 15:48:12.200,2164696
2024-04-16 15:48:12.400,1521392
2024-04-16 15:48:12.600,1823046
2024-04-16 15:48:12.800,1433352
2024-04-16 15:48:13.000,1665622
2024-04-16 15:48:13.200,1192978
