ds,y
2024-04-16 15:47:45.600,14150
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2346026
2024-04-16 15:47:46.800,1428978
2024-04-16 15:47:47.000,1044236
2024-04-16 15:47:47.200,1817220
2024-04-16 15:47:47.400,952104
2024-04-16 15:47:47.600,1588088
2024-04-16 15:47:47.800,1251096
2024-04-16 15:47:48.000,1683296
2024-04-16 15:47:48.200,1627498
2024-04-16 15:47:48.400,1692020
2024-04-16 15:47:48.600,1670440
2024-04-16 15:47:48.800,1683326
2024-04-16 15:47:49.000,238336
2024-04-16 15:47:49.200,472796
2024-04-16 15:47:49.400,1904752
2024-04-16 15:47:49.600,1881236
2024-04-16 15:47:49.800,1213206
2024-04-16 15:47:50.000,1434648
2024-04-16 15:47:50.200,1905196
2024-04-16 15:47:50.400,1663282
2024-04-16 15:47:50.600,1904780
2024-04-16 15:47:50.800,1664056
2024-04-16 15:47:51.000,1654908
2024-04-16 15:47:51.200,1904630
2024-04-16 15:47:51.400,711378
2024-04-16 15:47:51.600,1813718
2024-04-16 15:47:51.800,1518084
2024-04-16 15:47:52.000,1186732
2024-04-16 15:47:52.200,968212
2024-04-16 15:47:52.400,1505470
2024-04-16 15:47:52.600,1682172
2024-04-16 15:47:52.800,1850622
2024-04-16 15:47:53.000,1878100
2024-04-16 15:47:53.200,1669436
2024-04-16 15:47:53.400,1906854
2024-04-16 15:47:53.600,1188674
2024-04-16 15:47:53.800,1666004
2024-04-16 15:47:54.000,1910274
2024-04-16 15:47:54.200,2147518
2024-04-16 15:47:54.400,1901360
2024-04-16 15:47:54.600,1664326
2024-04-16 15:47:54.800,1661922
2024-04-16 15:47:55.000,1289336
2024-04-16 15:47:55.200,1794870
2024-04-16 15:47:55.400,1812236
2024-04-16 15:47:55.600,1521580
2024-04-16 15:47:55.800,1192438
2024-04-16 15:47:56.000,1188534
2024-04-16 15:47:56.200,1204502
2024-04-16 15:47:56.400,1913692
2024-04-16 15:47:56.600,1667340
2024-04-16 15:47:56.800,1661850
2024-04-16 15:47:57.000,1902342
2024-04-16 15:47:57.200,2145882
2024-04-16 15:47:57.400,954368
2024-04-16 15:47:57.600,1668648
2024-04-16 15:47:57.800,712978
2024-04-16 15:47:58.000,1188976
2024-04-16 15:47:58.200,2152522
2024-04-16 15:47:58.400,2148482
2024-04-16 15:47:58.600,1909370
2024-04-16 15:47:58.800,1910554
2024-04-16 15:47:59.000,1917002
2024-04-16 15:47:59.200,1663300
2024-04-16 15:47:59.400,1672098
2024-04-16 15:47:59.600,2149586
2024-04-16 15:47:59.800,1912070
2024-04-16 15:48:00.000,946934
2024-04-16 15:48:00.200,1904376
2024-04-16 15:48:00.400,2008356
2024-04-16 15:48:00.600,2055312
2024-04-16 15:48:00.800,2092194
2024-04-16 15:48:01.000,1498260
2024-04-16 15:48:01.200,958152
2024-04-16 15:48:01.400,1425142
2024-04-16 15:48:01.600,474022
2024-04-16 15:48:01.800,716424
2024-04-16 15:48:02.000,1427156
2024-04-16 15:48:02.200,947738
2024-04-16 15:48:02.400,1187528
2024-04-16 15:48:02.600,1431936
2024-04-16 15:48:02.800,1191182
2024-04-16 15:48:03.000,961604
2024-04-16 15:48:03.200,1671252
2024-04-16 15:48:03.400,1668814
2024-04-16 15:48:03.600,1198498
2024-04-16 15:48:03.800,1195076
2024-04-16 15:48:04.000,1612544
2024-04-16 15:48:04.200,535788
2024-04-16 15:48:04.400,0
2024-04-16 15:48:04.600,715554
2024-04-16 15:48:04.800,237008
2024-04-16 15:48:05.000,944726
2024-04-16 15:48:05.200,1675832
2024-04-16 15:48:05.400,1669924
2024-04-16 15:48:05.600,1779168
2024-04-16 15:48:05.800,1566380
2024-04-16 15:48:06.000,1432766
2024-04-16 15:48:06.200,1668548
2024-04-16 15:48:06.400,1906816
2024-04-16 15:48:06.600,237742
2024-04-16 15:48:06.800,1064302
2024-04-16 15:48:07.000,1563402
2024-04-16 15:48:07.200,1430388
2024-04-16 15:48:07.400,955122
2024-04-16 15:48:07.600,953242
2024-04-16 15:48:07.800,956930
2024-04-16 15:48:08.000,707282
2024-04-16 15:48:08.200,1426470
2024-04-16 15:48:08.400,1739366
2024-04-16 15:48:08.600,1117596
2024-04-16 15:48:08.800,947426
2024-04-16 15:48:09.000,1185794
2024-04-16 15:48:09.200,1911202
2024-04-16 15:48:09.400,1432408
2024-04-16 15:48:09.600,1905140
2024-04-16 15:48:09.800,1673434
2024-04-16 15:48:10.000,957180
2024-04-16 15:48:10.200,1677034
2024-04-16 15:48:10.400,1913642
2024-04-16 15:48:10.600,1907006
2024-04-16 15:48:10.800,1911012
2024-04-16 15:48:11.000,1912664
2024-04-16 15:48:11.200,1668736
2024-04-16 15:48:11.400,2157428
2024-04-16 15:48:11.600,1431690
2024-04-16 15:48:11.800,1909382
2024-04-16 15:48:12.000,1917386
2024-04-16 15:48:12.200,2160544
2024-04-16 15:48:12.400,1193906
2024-04-16 15:48:12.600,1909226
2024-04-16 15:48:12.800,1430970
2024-04-16 15:48:13.000,1673982
2024-04-16 15:48:13.200,1194916
2024-04-16 15:48:13.400,1655348
2024-04-16 15:48:13.600,1901462
2024-04-16 15:48:13.800,1668266
2024-04-16 15:48:14.000,1666120
2024-04-16 15:48:14.200,2150778
2024-04-16 15:48:14.400,1665296
2024-04-16 15:48:14.600,1669164
2024-04-16 15:48:14.800,1912382
2024-04-16 15:48:15.000,1675172
2024-04-16 15:48:15.200,406858
