ds,y
2024-04-16 15:47:45.600,17468
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2365404
2024-04-16 15:47:46.800,1430538
2024-04-16 15:47:47.000,1188470
2024-04-16 15:47:47.200,1666498
2024-04-16 15:47:47.400,1188394
2024-04-16 15:47:47.600,1427636
2024-04-16 15:47:47.800,1420768
2024-04-16 15:47:48.000,1667106
2024-04-16 15:47:48.200,1666076
2024-04-16 15:47:48.400,1668536
2024-04-16 15:47:48.600,1673706
2024-04-16 15:47:48.800,1902400
2024-04-16 15:47:49.000,471666
2024-04-16 15:47:49.200,475952
2024-04-16 15:47:49.400,1903976
2024-04-16 15:47:49.600,1663846
2024-04-16 15:47:49.800,1661170
2024-04-16 15:47:50.000,1428162
2024-04-16 15:47:50.200,1662180
2024-04-16 15:47:50.400,1904356
2024-04-16 15:47:50.600,1902832
2024-04-16 15:47:50.800,1665594
2024-04-16 15:47:51.000,1680154
2024-04-16 15:47:51.200,1669768
2024-04-16 15:47:51.400,1187254
2024-04-16 15:47:51.600,1668124
2024-04-16 15:47:51.800,1424918
2024-04-16 15:47:52.000,1186304
2024-04-16 15:47:52.200,1415832
2024-04-16 15:47:52.400,1432808
2024-04-16 15:47:52.600,1667500
2024-04-16 15:47:52.800,1907690
2024-04-16 15:47:53.000,1878934
2024-04-16 15:47:53.200,1704792
2024-04-16 15:47:53.400,1902880
2024-04-16 15:47:53.600,690680
2024-04-16 15:47:53.800,1615076
2024-04-16 15:47:54.000,1983252
2024-04-16 15:47:54.200,1665804
2024-04-16 15:47:54.400,2134950
2024-04-16 15:47:54.600,1669584
2024-04-16 15:47:54.800,1427198
2024-04-16 15:47:55.000,1424566
2024-04-16 15:47:55.200,1666150
2024-04-16 15:47:55.400,1905208
2024-04-16 15:47:55.600,1667490
2024-04-16 15:47:55.800,946444
2024-04-16 15:47:56.000,1185384
2024-04-16 15:47:56.200,1431336
2024-04-16 15:47:56.400,1911224
2024-04-16 15:47:56.600,1666794
2024-04-16 15:47:56.800,1660778
2024-04-16 15:47:57.000,1904710
2024-04-16 15:47:57.200,1998134
2024-04-16 15:47:57.400,865962
2024-04-16 15:47:57.600,1909434
2024-04-16 15:47:57.800,711570
