ds,y
2024-04-16 15:47:45.600,17468
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2390128
2024-04-16 15:47:46.800,1427032
2024-04-16 15:47:47.000,1190598
2024-04-16 15:47:47.200,1664628
2024-04-16 15:47:47.400,949820
2024-04-16 15:47:47.600,1518786
2024-04-16 15:47:47.800,1339636
2024-04-16 15:47:48.000,1665128
2024-04-16 15:47:48.200,1665134
2024-04-16 15:47:48.400,1664376
2024-04-16 15:47:48.600,1672526
2024-04-16 15:47:48.800,1665966
2024-04-16 15:47:49.000,946832
2024-04-16 15:47:49.200,257210
2024-04-16 15:47:49.400,1886676
2024-04-16 15:47:49.600,1902442
2024-04-16 15:47:49.800,1664162
2024-04-16 15:47:50.000,1433724
2024-04-16 15:47:50.200,1904438
2024-04-16 15:47:50.400,1878460
2024-04-16 15:47:50.600,1924730
2024-04-16 15:47:50.800,1637556
2024-04-16 15:47:51.000,1647270
2024-04-16 15:47:51.200,1727684
2024-04-16 15:47:51.400,1161600
2024-04-16 15:47:51.600,1689388
2024-04-16 15:47:51.800,1420830
2024-04-16 15:47:52.000,957882
2024-04-16 15:47:52.200,1430396
2024-04-16 15:47:52.400,1430500
2024-04-16 15:47:52.600,1665796
2024-04-16 15:47:52.800,1906340
2024-04-16 15:47:53.000,1905306
2024-04-16 15:47:53.200,1912850
2024-04-16 15:47:53.400,1668152
2024-04-16 15:47:53.600,1189046
2024-04-16 15:47:53.800,1666318
2024-04-16 15:47:54.000,1729364
2024-04-16 15:47:54.200,1983620
2024-04-16 15:47:54.400,1999350
2024-04-16 15:47:54.600,1662804
2024-04-16 15:47:54.800,1659598
2024-04-16 15:47:55.000,1184852
2024-04-16 15:47:55.200,1666454
2024-04-16 15:47:55.400,1669812
2024-04-16 15:47:55.600,1428510
2024-04-16 15:47:55.800,1186586
2024-04-16 15:47:56.000,1347326
2024-04-16 15:47:56.200,1273276
2024-04-16 15:47:56.400,1910476
2024-04-16 15:47:56.600,1666354
2024-04-16 15:47:56.800,1665498
2024-04-16 15:47:57.000,1907032
2024-04-16 15:47:57.200,2075612
2024-04-16 15:47:57.400,1033126
2024-04-16 15:47:57.600,1906538
2024-04-16 15:47:57.800,476770
