ds,y
2024-04-16 15:47:45.600,17468
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2383944
2024-04-16 15:47:46.800,1429346
2024-04-16 15:47:47.000,1189826
2024-04-16 15:47:47.200,1667490
2024-04-16 15:47:47.400,1186912
2024-04-16 15:47:47.600,1425564
2024-04-16 15:47:47.800,1423872
2024-04-16 15:47:48.000,1432466
2024-04-16 15:47:48.200,1665562
2024-04-16 15:47:48.400,1903832
2024-04-16 15:47:48.600,1429844
2024-04-16 15:47:48.800,1903714
2024-04-16 15:47:49.000,712294
2024-04-16 15:47:49.200,474702
2024-04-16 15:47:49.400,1906736
2024-04-16 15:47:49.600,1902164
2024-04-16 15:47:49.800,1458534
2024-04-16 15:47:50.000,1630436
2024-04-16 15:47:50.200,1664870
2024-04-16 15:47:50.400,1902052
2024-04-16 15:47:50.600,1902882
2024-04-16 15:47:50.800,1665342
2024-04-16 15:47:51.000,1655200
2024-04-16 15:47:51.200,1665332
2024-04-16 15:47:51.400,1189968
2024-04-16 15:47:51.600,1666120
2024-04-16 15:47:51.800,1425034
2024-04-16 15:47:52.000,1196568
2024-04-16 15:47:52.200,1200288
2024-04-16 15:47:52.400,1434252
2024-04-16 15:47:52.600,1666702
2024-04-16 15:47:52.800,1903694
2024-04-16 15:47:53.000,1787124
2024-04-16 15:47:53.200,1974616
2024-04-16 15:47:53.400,1723836
2024-04-16 15:47:53.600,713804
2024-04-16 15:47:53.800,1432146
2024-04-16 15:47:54.000,1672132
2024-04-16 15:47:54.200,2145242
2024-04-16 15:47:54.400,1905796
2024-04-16 15:47:54.600,1901234
2024-04-16 15:47:54.800,1659506
2024-04-16 15:47:55.000,1182018
2024-04-16 15:47:55.200,1701076
2024-04-16 15:47:55.400,1868050
2024-04-16 15:47:55.600,1623126
2024-04-16 15:47:55.800,996996
2024-04-16 15:47:56.000,1422116
2024-04-16 15:47:56.200,1179014
2024-04-16 15:47:56.400,1911688
2024-04-16 15:47:56.600,1666186
2024-04-16 15:47:56.800,1666504
2024-04-16 15:47:57.000,1776680
2024-04-16 15:47:57.200,2034788
2024-04-16 15:47:57.400,957106
2024-04-16 15:47:57.600,1905894
2024-04-16 15:47:57.800,478994
