ds,y
2024-04-16 15:47:45.600,17468
2024-04-16 15:47:45.800,0
2024-04-16 15:47:46.000,0
2024-04-16 15:47:46.200,0
2024-04-16 15:47:46.400,18334
2024-04-16 15:47:46.600,2335928
2024-04-16 15:47:46.800,1430102
2024-04-16 15:47:47.000,950366
2024-04-16 15:47:47.200,1665234
2024-04-16 15:47:47.400,1184554
2024-04-16 15:47:47.600,1431818
2024-04-16 15:47:47.800,1173730
2024-04-16 15:47:48.000,1667448
2024-04-16 15:47:48.200,1669372
2024-04-16 15:47:48.400,1904470
2024-04-16 15:47:48.600,1664140
2024-04-16 15:47:48.800,1684740
2024-04-16 15:47:49.000,710676
2024-04-16 15:47:49.200,476476
2024-04-16 15:47:49.400,1906212
2024-04-16 15:47:49.600,1663900
2024-04-16 15:47:49.800,1661758
2024-04-16 15:47:50.000,1614508
2024-04-16 15:47:50.200,1723802
2024-04-16 15:47:50.400,1668522
2024-04-16 15:47:50.600,1902190
2024-04-16 15:47:50.800,1663148
2024-04-16 15:47:51.000,1665388
2024-04-16 15:47:51.200,1755356
2024-04-16 15:47:51.400,1093644
2024-04-16 15:47:51.600,1906814
2024-04-16 15:47:51.800,1425472
2024-04-16 15:47:52.000,960594
2024-04-16 15:47:52.200,1439324
2024-04-16 15:47:52.400,1431000
2024-04-16 15:47:52.600,1664724
2024-04-16 15:47:52.800,1668136
2024-04-16 15:47:53.000,1430768
2024-04-16 15:47:53.200,1902126
2024-04-16 15:47:53.400,1903700
2024-04-16 15:47:53.600,1188018
2024-04-16 15:47:53.800,1667170
2024-04-16 15:47:54.000,2005192
2024-04-16 15:47:54.200,2038844
2024-04-16 15:47:54.400,1754902
2024-04-16 15:47:54.600,1815216
2024-04-16 15:47:54.800,1661596
2024-04-16 15:47:55.000,1182468
2024-04-16 15:47:55.200,1905298
2024-04-16 15:47:55.400,1906604
2024-04-16 15:47:55.600,1432020
2024-04-16 15:47:55.800,1143186
2024-04-16 15:47:56.000,991924
2024-04-16 15:47:56.200,1418214
2024-04-16 15:47:56.400,1901188
2024-04-16 15:47:56.600,1669322
2024-04-16 15:47:56.800,1665444
2024-04-16 15:47:57.000,2086308
2024-04-16 15:47:57.200,1964326
2024-04-16 15:47:57.400,952890
2024-04-16 15:47:57.600,1906190
2024-04-16 15:47:57.800,713820
2024-04-16 15:47:58.000,1190466
2024-04-16 15:47:58.200,2139584
2024-04-16 15:47:58.400,2144772
2024-04-16 15:47:58.600,1909422
2024-04-16 15:47:58.800,1908664
2024-04-16 15:47:59.000,1910412
2024-04-16 15:47:59.200,1802968
2024-04-16 15:47:59.400,1787652
2024-04-16 15:47:59.600,2148742
2024-04-16 15:47:59.800,1910596
2024-04-16 15:48:00.000,960632
2024-04-16 15:48:00.200,2121270
2024-04-16 15:48:00.400,1950940
2024-04-16 15:48:00.600,2148868
2024-04-16 15:48:00.800,1916632
2024-04-16 15:48:01.000,1431890
2024-04-16 15:48:01.200,958792
2024-04-16 15:48:01.400,951130
2024-04-16 15:48:01.600,950624
2024-04-16 15:48:01.800,951082
2024-04-16 15:48:02.000,949436
2024-04-16 15:48:02.200,953556
2024-04-16 15:48:02.400,1204510
2024-04-16 15:48:02.600,1198060
2024-04-16 15:48:02.800,720464
2024-04-16 15:48:03.000,952828
2024-04-16 15:48:03.200,1665698
2024-04-16 15:48:03.400,2146324
2024-04-16 15:48:03.600,1201562
2024-04-16 15:48:03.800,1025038
2024-04-16 15:48:04.000,1597152
2024-04-16 15:48:04.200,477552
2024-04-16 15:48:04.400,241110
2024-04-16 15:48:04.600,0
2024-04-16 15:48:04.800,237754
2024-04-16 15:48:05.000,953130
2024-04-16 15:48:05.200,1659418
2024-04-16 15:48:05.400,1666186
2024-04-16 15:48:05.600,1669750
2024-04-16 15:48:05.800,1669290
2024-04-16 15:48:06.000,1591376
2024-04-16 15:48:06.200,1508542
2024-04-16 15:48:06.400,1905958
2024-04-16 15:48:06.600,345478
2024-04-16 15:48:06.800,1565480
2024-04-16 15:48:07.000,1430212
2024-04-16 15:48:07.200,1670346
2024-04-16 15:48:07.400,955038
2024-04-16 15:48:07.600,712664
2024-04-16 15:48:07.800,1191976
2024-04-16 15:48:08.000,473436
2024-04-16 15:48:08.200,1605726
2024-04-16 15:48:08.400,1250582
2024-04-16 15:48:08.600,1186824
2024-04-16 15:48:08.800,947732
2024-04-16 15:48:09.000,963056
2024-04-16 15:48:09.200,1893854
2024-04-16 15:48:09.400,1671776
2024-04-16 15:48:09.600,1905766
2024-04-16 15:48:09.800,1429738
2024-04-16 15:48:10.000,954534
2024-04-16 15:48:10.200,1437054
2024-04-16 15:48:10.400,1914724
2024-04-16 15:48:10.600,2144514
2024-04-16 15:48:10.800,1909432
2024-04-16 15:48:11.000,2147474
2024-04-16 15:48:11.200,1430196
2024-04-16 15:48:11.400,2153364
2024-04-16 15:48:11.600,1429922
2024-04-16 15:48:11.800,1912696
2024-04-16 15:48:12.000,1439104
2024-04-16 15:48:12.200,2160920
2024-04-16 15:48:12.400,1673688
2024-04-16 15:48:12.600,1908902
2024-04-16 15:48:12.800,1432116
2024-04-16 15:48:13.000,1300012
2024-04-16 15:48:13.200,1084932
2024-04-16 15:48:13.400,1663792
2024-04-16 15:48:13.600,1902780
2024-04-16 15:48:13.800,1907378
2024-04-16 15:48:14.000,1667134
2024-04-16 15:48:14.200,2148936
2024-04-16 15:48:14.400,1673780
2024-04-16 15:48:14.600,1909488
2024-04-16 15:48:14.800,1916870
2024-04-16 15:48:15.000,1909782
2024-04-16 15:48:15.200,432686
