ds,y
1713781975.8423672,52
1713781977.7885444,52
1713781979.800344,52
1713781981.8753862,52
1713781983.7689977,52
1713781985.652587,52
1713781987.719239,52
1713781989.6472054,52
1713781989.7059257,70
1713781991.5865996,52
1713781991.7622147,70
1713781991.7634902,70
1713781993.659785,52
1713781993.7980855,70
1713781993.8013504,70
1713781995.6258059,52
1713781995.862557,70
1713781995.8629482,70
1713781995.8783917,70
1713781997.64834,52
1713781997.9022517,70
1713781997.9026568,70
1713781997.9706786,70
1713781999.566309,52
1713782001.7270045,52
1713782001.9900923,70
1713782001.9919736,70
1713782001.9970582,70
1713782001.9995236,70
1713782002.078352,70
1713782003.9259713,52
1713782004.0579467,70
1713782005.912552,52
1713782006.093718,70
1713782006.2500467,70
