ds,y
1713856038.3039274,52
1713856040.2152185,52
1713856042.1213176,52
1713856044.0360591,52
1713856045.9331286,52
1713856047.8289096,52
1713856049.7281964,52
1713856050.5110962,70
1713856050.5619407,70
1713856051.649206,52
1713856052.5638773,70
1713856053.76883,52
1713856055.7112854,52
1713856056.6471953,70
1713856056.7598603,70
1713856057.6299684,52
1713856058.7332168,70
1713856058.7354517,70
1713856058.7412577,70
1713856059.5077686,52
1713856060.7442079,70
1713856060.7441978,70
1713856060.75787,70
1713856060.763561,70
1713856060.8095074,70
1713856061.4057527,52
1713856062.807,70
1713856062.9309435,70
1713856063.5441842,52
1713856064.841901,70
1713856064.8559327,70
1713856064.857258,70
1713856065.4446406,52
1713856066.9120324,70
1713856066.9268396,70
1713856067.4253726,52
1713856069.4913568,52
