ds,y
1713856038.3944201,52
1713856040.2929785,52
1713856042.1861205,52
1713856044.116677,52
1713856046.0472522,52
1713856047.935265,52
1713856049.7399645,52
1713856050.5916781,70
1713856050.64188,70
1713856051.7447534,52
1713856052.5513997,70
1713856052.5717304,70
1713856053.8527727,52
1713856055.7936778,52
1713856056.725289,70
1713856056.8707564,70
1713856057.6491213,52
1713856058.7269595,70
1713856058.8210316,70
1713856058.8215163,70
1713856059.6037388,52
1713856060.74668,70
1713856060.7572415,70
1713856060.8083596,70
1713856060.9240243,70
1713856061.47011,52
1713856062.8003302,70
1713856062.9326062,70
1713856063.6070166,52
1713856064.9566839,70
1713856064.9794757,70
1713856064.9889877,70
1713856065.459715,52
1713856067.0230916,70
1713856067.039835,70
1713856067.5125165,52
1713856069.5578034,52
1713856071.4462707,52
