timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1699463181.351412,1,10.0.0.114656410.0.0.150506,10.0.0.11,46564,10.0.0.1,5050,6,-1,-1,21,402000000,20,100,0,1270830,58590352348,60515.71428571428,0.003161268656716418,2790016778.4761906,145.74714514427862,0
1699463181.351412,1,10.0.0.114166210.0.0.1806,10.0.0.11,41662,10.0.0.1,80,6,-1,-1,1,210000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463181.351412,1,10.0.0.114167610.0.0.1806,10.0.0.11,41676,10.0.0.1,80,6,-1,-1,1,200000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463181.351412,1,10.0.0.114343710.0.0.1505117,10.0.0.11,43437,10.0.0.1,5051,17,-1,-1,11,328000000,20,100,0,892,1348704,81.0909090909091,2.7195121951219514e-06,122609.45454545454,0.00411190243902439,0
1699463181.351412,1,10.0.0.185383010.0.0.150506,10.0.0.18,53830,10.0.0.1,5050,6,-1,-1,1,168000000,20,100,0,123341,6597099522,123341.0,0.000734172619047619,6597099522.0,39.26844953571428,0
1699463191.366188,4,10.0.0.18010.0.0.11416626,10.0.0.1,80,10.0.0.11,41662,6,-1,-1,11,214000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.366188,4,10.0.0.18010.0.0.11416766,10.0.0.1,80,10.0.0.11,41676,6,-1,-1,11,205000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.366188,4,10.0.0.1505110.0.0.114343717,10.0.0.1,5051,10.0.0.11,43437,17,-1,-1,11,299000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.366188,4,10.0.0.1505010.0.0.18538306,10.0.0.1,5050,10.0.0.18,53830,6,-1,-1,11,174000000,20,100,0,381332,25167912,34666.545454545456,0.0021915632183908047,2287992.0,0.1446431724137931,0
1699463191.366188,4,10.0.0.114166210.0.0.1806,10.0.0.11,41662,10.0.0.1,80,6,-1,-1,11,221000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.366188,4,10.0.0.114167610.0.0.1806,10.0.0.11,41676,10.0.0.1,80,6,-1,-1,11,210000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
