ds,y
1713781975.8494763,52
1713781977.7886226,52
1713781979.8004208,52
1713781981.7858293,52
1713781983.727577,52
1713781985.644343,52
1713781987.7467866,52
1713781989.6472802,52
1713781989.7103693,70
1713781991.6307967,52
1713781991.7984457,70
1713781991.802409,70
1713781993.6662164,52
1713781993.7980924,70
1713781993.8261564,70
1713781993.852612,70
1713781993.8529756,70
1713781995.6158988,52
1713781995.8494427,70
1713781995.8511143,70
1713781997.6611958,52
1713781997.8964198,70
1713781997.9676385,70
1713781999.566491,52
1713782001.7544794,52
1713782001.9992912,70
1713782002.03317,70
1713782002.038407,70
1713782002.082247,70
1713782003.940252,52
1713782004.0450609,70
1713782005.9169066,52
1713782006.090384,70
1713782006.1063714,70
1713782006.240548,70
